review_id,review_text,rating,date,category,confidence
11,"Truly, Sri Lanka's premier ancient attraction is definitely worth a visit, but there are a few caveats.

1) The ticket is incredibly expensive and unreasonably inflated. $35 is incredibly expensive, especially compared to the $37 entrance fee to the vast Angkor Watt site in Cambodia, where you can visit 3-5 large temple complexes in a day. And here they offer only one site, which requires climbing a narrow staircase high up the mountain.

2) Sigiriya is truly impressive only from the air. But, as it turns out, drones are not allowed here, although I learned this only after I landed my drone and security guards ran up to me. I didn't argue with them, simply apologized, and left with the footage. I'll never understand the ban on photography in places like this. It's incredible free advertising for them, and yet they ban it without explaining why. Incidentally, I only saw signs prohibiting flights at the very top; there were none at the bottom, so I launched my drone with peace of mind.

3) The complex is currently being restored and renovated in a very crude manner. When I saw them slapping bricks directly onto the ancient foundation, hastily made on the spot from scrap materials, my hair stood on end. It's simply outrageous!

4) The ""official"" version from local guides about the origins of this place doesn't hold up to scrutiny. It's absolutely certain that this place is much more ancient and existed long before King Kasap.

On the other hand, visiting such a place and witnessing the magnificent views from its summit is priceless; you can even imagine yourself as an ancient monk who had cells in this rock thousands of years ago. The climb is quite strenuous, but not as difficult as it might seem when you're standing at the bottom and seeing the impossibly steep stairs to the top.

And most importantly: don't skimp on Sigiriya once you've arrived, and don't even think of replacing a visit to the ""Lion Rock"" with a climb to the neighboring Pidurangulu Mountain—it's not worth the effort, even though it offers a beautiful view of Sigiriya. Believe me, I climbed this mountain last time, and now I compare the whole experience to climbing Sigiriya.",3,2025-10-28 07:28:45.016000+00:00,Ticket Price Issues,0.7354457974433899
12,"Grandma, don't go to this hotel.",1,2025-10-18 05:31:16.293000+00:00,General Experience Complaint,0.45184817910194397
13,"Place was beautiful but the tourist prices were bs. 120 rupees for a local vs the 10,710 rupees for a tourist is a scam, even half of that would've been better. Such a rip-off, absolutely disgusting smh.",2,2025-10-16 14:44:08.963000+00:00,General Experience Complaint,0.4904763698577881
14,"Tourist Artrappe $35 for tourists and 0.35 cents for locals, just to go up and down",3,2025-10-14 08:26:03.926000+00:00,Climbing Difficulty,0.31272104382514954
15,"Too much expensive,just to climb up a rock",3,2025-10-06 11:06:46.540000+00:00,Climbing Difficulty,0.42501527070999146
16,"Sadly another big tourist trap in Sri Lanka.. You pay 35 USD when locals pay like 99 times less than you...

Visit the next door Pidurangala instead and watch the sunrise and view of lions rock form a nice distance!

Fun fact, was at the great Pyramids of Giza earlier this year which costed less than half the price of this rock.... Avoid at all cost.",1,2025-10-05 11:38:13.223000+00:00,General Experience Complaint,0.7116206288337708
17,"Beautiful view, climb is quite doable for people with average fitness",3,2025-10-03 12:52:22.792000+00:00,Climbing Difficulty,0.48006153106689453
18,"Overhyped place. Not worth, maybe early morning for the sunrise you can. But else can be avoided.",3,2025-10-01 08:30:20.458000+00:00,General Experience Complaint,0.5401651859283447
19,"It's a great attraction, but the climb itself is a nightmare, with so many people. Of course, I understand that traffic jams on the stairs are unavoidable because they are what they are.

However, the entrance fee for foreign tourists is so high compared to locals that it's discriminatory.

Personally, I think the neighboring mountain is a great option; it's cheaper, and you won't waste time stuck in traffic on the stairs.

The problem is that there's no information for people with limited mobility, the elderly, and families with small children that it's a difficult climb, and that's why you end up stuck in traffic for an hour.

I don't recommend it.",2,2025-09-29 14:31:01.806000+00:00,Crowding and Queues,0.480058878660202
20,"Unfortunately it rained the day we wanted to climb, making the steps slippery and posed too much risk for us, so we chose not to climb.
What was most disappointing is the tour guides that work there and are being paid by the company were requesting 25,000LKR as a tip, the recommendation for tipping guides is $5-$10 dollars, so only 1000-2000LKR, this guy was asking 10x that, our entry ticket only cost 10,000LKR.
Please do your research before visiting these tourist attractions and falling for scams and getting ripped off.",1,2025-09-29 03:55:44.894000+00:00,Staff or Guide Service Issues,0.3591282069683075
21,"Beautiful mountain, very high price",2,2025-09-27 05:54:14.055000+00:00,General Experience Complaint,0.3448202311992645
22,$35 for this...rip-off,1,2025-09-25 05:25:45.175000+00:00,Ticket Price Issues,0.3688948154449463
23,"Overrated. It's actually much more beautiful from below, or from Pidurangala. I think they overprice the entrance fees; it's incredibly expensive, and once you get to the top, if you don't have a good guide, the only thing you'll appreciate is the view.",2,2025-09-22 15:59:08.468000+00:00,General Experience Complaint,0.42712098360061646
24,"A site worth seeing, but it's nothing special.
It's not worth $35.",3,2025-09-17 04:39:39.441000+00:00,General Experience Complaint,0.6251576542854309
25,Salman,3,2025-09-05 04:59:37.004000+00:00,General Experience Complaint,0.24354150891304016
26,"I think the $35 price tag is excessive for what it is (ruins). It might have a lot of history, but there's really not much to see... It's a beautiful place to visit, climb to your death, or experience, but it's very expensive. And by the way, they're restoring everything with new bricks and doing work that's already destroying its essence! Go to the other side of the hill, which costs $5 and has practically the same views.",1,2025-09-04 06:58:17.266000+00:00,General Experience Complaint,0.381523460149765
27,"We visited here in August and although it was beautiful views, the experience wasn’t great: it took us approximately 2.5 hours of constant slow queuing (alongside 1000s of people) to get up and down the rock … which for us just wasn’t worth it, they also charged tourists $35 per ticket to get in … instead I would recommend going to the rock opposite (Pidurangala rock) if you want more of a climb experience with a lot less people and much lower cost

To climb the rock the stairs are very steep and elderly/children were struggling - so that’s worth noting",3,2025-08-29 06:20:08.854000+00:00,Crowding and Queues,0.735501766204834
28,"Generally speaking, the entrance fee doesn't offer any discounts for Sri Lankan student visas, which is a bit deceptive!

Climbing up Sigiriya Rock, without a drone, the photos were poor.

I recommend going to the neighboring mountain for better panoramic photos of Sigiriya Rock, which is also cheaper.",3,2025-08-27 14:32:18.443000+00:00,General Experience Complaint,0.37567222118377686
29,"The price is absurd and unjustified; you get that unpleasant feeling that, as a foreigner, money has no value. For those who don't want to spend $35 per person, I recommend enjoying the view and sunrise from a nearby rock called Pidurangala.
That said, the fortress is very impressive and the visit is worth it, just not what they ask for!",1,2025-08-23 03:32:11.831000+00:00,Ticket Price Issues,0.3590112626552582
30,Way too crowded. Takes 3h to get up and down again for 15min view (which is great though),1,2025-08-17 07:24:32.777000+00:00,Crowding and Queues,0.4946442246437073
31,The time which you is wrong in case we faced inconvenience situation,1,2025-08-16 12:29:38.020000+00:00,General Experience Complaint,0.51904296875
32,"Outrageously expensive, and for so little in return. Great views don't come more expensive than this",2,2025-08-14 14:01:03.075000+00:00,General Experience Complaint,0.4559836685657501
33,"Too crowded,
Cool rock",2,2025-08-13 16:22:03.775000+00:00,General Experience Complaint,0.6661911010742188
34,"One long staircase goes up\down. If you are unlucky, you will spend most of the time on the stairs (around 2h to get to the top in my case).
️The view is the only worthy thing at the top to see, except of that bricks, brick and .
As long as you aren't a history\architecure nerd, skip it and go to Pidurangala Rock. Oh yeah, and there's the ticket price of $35.
‍️Lion's Rock joins Anuradhapura Sacred City paid stupas for the most mediocre\skippable attractions of SL.",2,2025-08-12 09:58:08.290000+00:00,General Experience Complaint,0.3189835846424103
35,"This place is not worth $35, there is no organized ascent and descent, impudent locals cut in line and take those who pay them for bribes. Stand in line for an hour in the heat just to enter the mountain itself, and there.... foundations of buildings and nothing more. And then stand the same amount of time back on the mountain itself to go down.... this is of course brutal.... The view of any mountain is of course beautiful, but... 300 m from Sigiriya there is a mountain nearby, it is free, there are 10 times fewer people, the views are the same. If I had read such a review earlier, I would not have even gone there. It is up to you to decide whether this place is worth visiting or not!",1,2025-08-12 05:10:24.823000+00:00,Crowding and Queues,0.6206111907958984
36,"Nice area, walk up and view. However the price is not worth it. Its' robbery and tourist trap managed by government.",3,2025-08-11 11:16:48.138000+00:00,General Experience Complaint,0.5601418614387512
37,"With 1200 steps, it is worth seeing once, not more. It is similar to Alamut Castle in Qazvin, Iran, although with a different story.",3,2025-08-11 06:53:09.944000+00:00,Climbing Difficulty,0.4438309371471405
38,"My family’s trip to Sigiriya started from the Airbnb villa we were staying at in Haragama. I made sure to have my passport, my wife had her Sri Lankan driver’s license, and we started on the 2-hour and 50-minute drive.

After arriving in Sigiriya, we parked in the foreigners’ parking lot, since I am not Sri Lankan. We separated, my wife and daughter went to the local ticketing counter, and I went to the foreign ticketing counter in the museum. Meeting back up with my wife and daughter, she said they did not charge my wife for our daughter since she was a child of 14.

We approached the area to enter Sigiriya, where there is a local ticket checking booth and a foreigner ticket checking booth. Again, we separated to gain access to the park. A man scanned my ticket, then I heard my wife ask the two ladies at the booth checking local tickets, “Why can’t my daughter go into the park? She is Sri Lankan and she is 14. I tried to pay the local price for her, the ticketing lady for locals said she is a child and it is free for Sri Lankan children”. I started walking over to the local ticketing check booth. A Sri Lankan man standing near the booth with a uniform said something to her in Sinhala. My wife looked at me and told me that our daughter is not permitted into the park and will need to go to the foreign ticketing counter to buy a ticket. I asked her what the Sri Lankan man at the ticket checking booth said. She told me he was very rude by calling her a liar, and my daughter and her need to go back. A lady from another booth came over and asked for my wife’s passport and my daughter’s passport. I looked at her with confusion. I did not realize that my wife and daughter needed a passport to be in Sri Lanka, even though both of them were born here. My wife showed her Sri Lankan ID. We had to go through emails and photos on our phones looking for my daughter’s Sri Lankan passport. After an hour in the hot sun, we were talked down to by the man and two ladies at the local ticketing booth and finally allowed entry to Sigiriya.

We learned that if you are a light-complexioned Sri Lankan, you will need a student ID or a Sri Lankan passport to eliminate discrimination, even if one or both of your parents are Sri Lankan.

My wife, daughter, and I enjoyed the exercise of climbing and the view from on top of Sigiriya. However, we decided that it is the first time and the last time we visit Sigiriya.",2,2025-08-06 05:45:06.410000+00:00,General Experience Complaint,0.3365868330001831
39,"The Sigiriya site offers a beautiful view once you reach the top of the rock. The site is clean, well-organized, and the infrastructure is in good condition.

However, you should be aware that the entrance fee for foreigners is very high (around €30), compared to the 30 cents paid by locals. I find the site overrated compared to what it actually offers. ^^",3,2025-08-06 01:38:06.481000+00:00,Ticket Price Issues,0.32644960284233093
40,"Rather overpriced for foreigners. I think it's quite fair not to charge locals and foreigners the same price, but tickets shouldn't go over 20$",2,2025-08-03 11:17:18.650000+00:00,Ticket Price Issues,0.6486927270889282
41,"I came here two years ago, and even then, I found the entrance fee very high ($25). Today, it has increased again—without any valid explanation—even though there are more and more tourists. It feels like there's no limit, and the more visitors return, the higher the prices get.

Honestly, I don't think I'll ever set foot in this type of ""attraction"" again, which increasingly feels like a tourist trap. The price is completely disproportionate to the country's standard of living, and it's not just here: most of Sri Lanka's major attractions charge completely indecent prices for foreigners.

I understand that the country has gone through serious crises, but placing this burden on independent travelers, who seek to discover the country with respect, is neither sustainable nor welcoming. Too bad, because Sri Lanka is beautiful — but at this rate, it’s this kind of experience that makes you want to go elsewhere.",1,2025-07-27 11:17:55.450000+00:00,General Experience Complaint,0.6040069460868835
42,"Small rock, 20 minutes to the top. The view is fine, but nothing special. Too crowded and definitely not worth the price. Better to take another hike that's actually worth it.",2,2025-07-24 00:05:03.909000+00:00,Crowding and Queues,0.3339807093143463
43,"Not a bad attraction. The climb up the stairs was easy for us. The downside is that they're narrow, and people are walking in both directions. It's inconvenient.",3,2025-07-19 10:36:30.148000+00:00,General Experience Complaint,0.2839806377887726
44,"nice place, but 35$ is a lot..",3,2025-07-17 06:13:55.356000+00:00,General Experience Complaint,0.43608027696609497
45,"Disappointing Experience at Sigiriya

We were really looking forward to visiting Sigiriya, but unfortunately, things went wrong from the very beginning. As soon as we parked in the official area, a man wearing what looked like an official shirt approached us. He seemed trustworthy—like a staff member of the site—and offered us a tuk-tuk tour instead of climbing the rock, claiming the hike would take two hours (which is not true). He promised to show us 10 viewpoints and attractions.

Since we were tired after a long drive from the south toward Trincomalee, we agreed to his offer—30 EUR for all three of us. Reality? We saw maybe 4 places, most of which were stops at his friends’ shops and businesses where they tried to sell us extra services. It felt like a tourist trap, with us being passed along a chain of sellers.

The tuk-tuk ride lasted barely an hour. Then he offered us a “great deal” on a safari—27,000 LKR in a Jeep. We agreed, but then he drove us outside the official site, suddenly asking for an additional 31,000 LKR for park entry—something he never mentioned before. He acted confused, ignored our questions, and became passively aggressive.

To make it worse, we received no receipt, no tickets, no confirmation—nothing official. When we insisted on a receipt, he started stalling, making excuses, and became rude. Eventually, we gave up and asked him to take us back, feeling completely scammed and frustrated.

And to top it all off, when we were leaving, a man at the parking lot demanded 500 LKR for parking. When we asked for a receipt, he quickly backed off and told us to just leave. Clearly, this was another unofficial cash grab.

️ A Warning to Other Travelers:
•	The hike up Sigiriya does NOT take 2 hours. It’s much more manageable.
•	Don’t trust someone just because they wear an official-looking shirt.
•	Never pay without a ticket, receipt, or proof.
•	Always go through the official entrance and verify the information.

Sadly, this experience put a dark shadow over what should be one of Sri Lanka’s most iconic attractions. This kind of dishonest behavior is a shame for the site and damages the country’s reputation in tourism.",1,2025-07-16 18:02:43.130000+00:00,General Experience Complaint,0.5759468078613281
46,"Mixed feelings. It is impressive when you’re looking from the ground. Once you get there, it’s just a brunch of bricks.",3,2025-07-11 15:03:17.516000+00:00,General Experience Complaint,0.42733556032180786
47,"We were looking forward to this however we did dambulla cave temple stairs and tired from that and especially tired of the scammers, so walked to the base of the mountain and my nephew did a smaller walk to lower point to the right.

Issue are the scammers trying to get money, walked to  foreigner ticket office and do you need a tour guide NO, you should get a tour guide No, he got annoyed as we don’t want a tour guide.

Got ticket then walked to base of mountain and again do you want a tour guide NO.

Nice area old ruins.  Walked to area to right and we got do you want to buy this or that$, then do you want me to take your photo $ No, tour guide no, we have this box you want to buy  No. tuned around as pestered by people.

Then found there were shops selling the same things on way out lucky they weren’t so annoying we did buy drinks from them .

It’s meant to be a tourist place not a place for scammers to con tourists

Avoid this place until they throw the scammer out.",2,2025-07-07 16:39:26.064000+00:00,General Experience Complaint,0.48695769906044006
48,Nature is not bad but for foreigners it's expensive.. Like if want to go up the lion rock you have to pay 35$.. If you are from SARC you have to pay 20$.. But for sri lankan it's 120₹ rupee..,3,2025-07-05 06:18:39.078000+00:00,Climbing Difficulty,0.26440146565437317
49,"Beautiful views of the mountains and plains of Sri Lanka, an easy 30-minute climb.
On the other hand, the price is too high, it's almost shameful... €35/person.",3,2025-07-02 12:27:29.672000+00:00,Ticket Price Issues,0.4925629794597626
50,"Nous avons visité Sigiriya le 23 juin 2025, en famille. Nos parents sont Sri-Lankais, et des documents officiels ont été presento pour attester de notre lien de filiation.

Malgré cela, on nous a refusé le tarif local et impose le tarif tourist, sans aucune consideration pour nos attachés familiales evidentes avec le Sri Lanka.

Le tarif pour les locaux est de 120 LKR, contre 11 300 LKR pour les touristes étrangers. Soit une différence de près de 100 fois le prix, appliquée sans discernement, même lorsque l’origine familiale est clairement établissement.
Je tiens à précis que nous avons acheté les billets au tarif local (120 roupies each), mais l’entrée nous a été refusée, et aucun remboursement n’a été effectue.

Ce traitement soulève un vrai problème : how to justify that les enfants de citoyens Sri-lankais soient traités comme de parfaits étrangers dans un lieu public national, malgré des preuves d’origine et de lien familial claires?

Ce n'est ni logique, ni acceptable. Cela revient à nier l’identité culturelle de toute une génération née ou vivant à l’étranger mais profoundly liée au pays par ses origines.

Nous ne demandions pas un privilège, mais une recognition légitique. Une politique tarifaire rigide, applied sans discernment, crée de l’exclusion au lieu de reinforcer les links entre la diaspora et le pays. Ce genre de décision donne le sentiment que l’on n’est pas le bienvenu, même dans le pays de ses parents.

Il serait temps que les sites culturels nationaux adoptent des criteria plus justes, qui tienen compte des réalités familiales et de l’identité. Excluding Sri Lankan children on the pretext that they are living abroad is a mistake.

En tamoule :

On June 23, 2025, we visited Sigiriya with my family. Our parents are Sri Lankan citizens, and we also presented official documents proving our family relationship.

Despite such clear family information, we were refused the local fee and charged the tourist fee.

The Sri Lankan citizens pay Rs. 120, but the foreign tourists pay Rs. 11,300. This is about a 100-fold price difference, and the family connection is clear, but it was charged without any honesty or insight.

We had purchased 7 tickets at the local rate of Rs. 120 each. However, we were not allowed in, and no refund of our money was given.

These kinds of practices raise a very important question:
Why are the children of Sri Lankan citizens, even with their documents, considered foreigners?

This is devoid of any moral decency or social justice. It denies the cultural identity of a generation that is strongly connected to the country, whether born or living abroad.

We did not ask for privilege – but for fair recognition.

Such harsh tariff policies, instead of building relationships with the Sri Lankan community abroad, create exclusion. It makes us feel that “you do not belong here”.

Now is the time to implement fair and identity-based practices in Sri Lanka’s cultural spaces. It is wrong to exclude the children of Sri Lankans just because they live abroad.",1,2025-06-23 08:46:33.163000+00:00,Staff or Guide Service Issues,0.31999194622039795
51,"This place is overhyped in my opinion. If you are someone who doesn't enjoy trekking much then you can avoid it. The view after reaching the rock is good though but it's a difficult journey, you literally have to climb a lot of stairs.",3,2025-06-21 02:46:49.797000+00:00,Climbing Difficulty,0.4376746416091919
52,"Anthony@Tony was successfully hide that place from [] @ PutraJBStyle
Inside wall ️ Hindu Article vs Map
(20%) HINO KING - ()
Monitoring System ()()
(Vandalisma Paris © JDY8440- )",2,2025-05-27 16:55:02.663000+00:00,General Experience Complaint,0.3026430308818817
53,"So overrated, I’m aware it’s a UNESCO site but the view isn’t amazing, (better at pidurangala rock, which is a fraction of the price) you aren’t missing anything if you skip it. The entry is also very expensive if you are a backpacker and the walk isn’t as challenging as expected, very loud too with the stray dogs and right after sunset (6:30pm) they ask you to leave the rock. Best bet is to see the view point from the secret view point or pidurangala, save your money! (Also pidurangala is more peaceful imo)",2,2025-05-07 13:42:02.559000+00:00,General Experience Complaint,0.4828271269798279
54,"The ticket counter closed after 5, but the website says open till 6.",3,2025-04-28 11:45:09.097000+00:00,General Experience Complaint,0.27742165327072144
55,There's no safety guarantee here; we had to wait a long time. It's not worth the price.,1,2025-04-25 06:35:46.483000+00:00,Crowding and Queues,0.42986559867858887
56,"Climbing the Sigiriya is extraordinary and had such wonderful experience. The day I visited Sigiriya Rock with my family and I was charged entrance fee unfairly.
I was charged local price but my wife and daughter was charged tourists price.
Even though we are holding enough evidence.
Again tickets counter and Administration are not in standard position and lack of customer service politeness doesn’t help to improve our tourism",3,2025-04-24 08:13:24.886000+00:00,General Experience Complaint,0.308561235666275
57,The sights are nice but the town is just okay,3,2025-04-19 16:29:30.137000+00:00,General Experience Complaint,0.7221469283103943
58,"Far too expensive for what's on offer. Tourists currently pay $35 for what I'm calling a rip-off.
The neighboring rock is also open to visitors, but it only costs $3 and offers the same view.",1,2025-04-17 08:48:14.736000+00:00,General Experience Complaint,0.3953206539154053
59,"65 $ to see a mountain.
If you are a local the price is 0.25 cents.
If you are a stranger 65 $
There is some word to descrive it?
I have 3:
Racism, scam and shame.
How you justify this difference of price?
This isn't the way to treat tourists.
I had to renounce to visit it",1,2025-04-16 05:16:39.093000+00:00,General Experience Complaint,0.3629031777381897
60,"The place is nice but we found it too expensive for what it offers, $35. We had a much better time climbing the other free mountain and taking pictures of this one.",2,2025-04-10 00:13:22.245000+00:00,General Experience Complaint,0.2608914375305176
61,Too crowded on weekends. Recommended to travel there early mornings. Go there if you like to see historical things otherwise you'll realize it's just a rock with some clay blocks. Sigiri graffitis are must watch!!,2,2025-04-04 07:05:45.989000+00:00,General Experience Complaint,0.48626887798309326
62,"Please save your tickets with ink stamp if you want the funds to go to conservation instead of straight into your tour guide’s pockets. You can pay with credit card. There was no line for credit card payment.

Our tour guide collected cash from most folks then told us there was an ATM but no credit card payment (which is clearly a lie). He then kept all the cash and gave people previously used tour tickets from the morning group. This enraged me that ticket fees do not go to preserve the awesome site. PLEASE hold on to your stamped ticket after ticket booth. Our tour guide collected the tickets back probably to use again with later group…

It’s a nice site but clearly poorly managed.",2,2025-03-31 05:10:05.532000+00:00,General Experience Complaint,0.42520493268966675
63,Good track with excellent view from top. But overpriced for foreigners US$ 40 per person ticket.,3,2025-03-30 04:25:59.891000+00:00,Ticket Price Issues,0.6515856981277466
64,"Historical Marvel:
Sigiriya, or Lion Rock, is a testament to ancient Sri Lankan ingenuity, with its impressive fortress and intricate water gardens.
Its UNESCO World Heritage status is well-deserved.
The Climb:
The ascent involves navigating a series of steps and pathways, which can be challenging, especially in the heat.
The climb can generally take between 1.5 to 3 hours for the ascent and descent.
Factors that affect the time:
Fitness level
Crowd density
Time spent at each viewing point
Key pathway features:
Steps of varying heights and widths.
Spiral staircases leading to the frescoes.
The iconic Lion's Paws staircase.
It is important to note that some parts of the walk, especially the spiral staircases, can be daunting for those with vertigo.
Key Attractions:
The Sigiriya frescoes are a must-see, showcasing ancient artistry.
The Mirror Wall offers a glimpse into the past with its ancient graffiti.
The summit provides breathtaking panoramic views of the surrounding landscape.
The water gardens at the base of the rock are also very impressive.
Tips for Visitors:
Wear comfortable walking shoes.
Bring plenty of water to stay hydrated.
Visit early in the morning or late in the afternoon to avoid the midday heat.
Be prepared for crowds, especially during peak season.
Consider the time of year you are visiting, because during the hotter months, it is very important to avoid the mid day sun.
Overall:
Sigiriya is a must-visit destination for anyone traveling to Sri Lanka.
The climb is rewarding, offering stunning views and a glimpse into the island's rich history.
Be prepared for a physical challenge.",3,2025-03-27 08:15:13.646000+00:00,Climbing Difficulty,0.4657213091850281
65,"Nice place, but doesnt worth the US$35 entry ticket",3,2025-03-25 12:06:23.549000+00:00,Ticket Price Issues,0.5645492076873779
66,Overcrowded and way too expensive. I suggest you visit the pidurangala rock instead and have the best view of the Lion Rock instead for not even 10% of the price and without pushy guides.,2,2025-03-13 15:11:45.456000+00:00,General Experience Complaint,0.2668496370315552
67,"I wasn't at the top, I was just at the bottom for a photo. A man offered us a tuk-tuk ride for $50, we refused and the man kept pestering us.",2,2025-03-13 12:56:51.982000+00:00,General Experience Complaint,0.22812232375144958
68,We didn't go to this place because they want tourists to pay 100 times more than locals. This is unacceptable.,1,2025-03-09 13:33:15.166000+00:00,Ticket Price Issues,0.35019853711128235
69,"This sigiriya is the biggest tourist scam in Sri Lanka. Its discriminate the rights of tourists and lower the quality of our rich and warm culture..the entrance fee is almost hundred times higher than locals which is 10,000 LKR for foreigners, 120 LKR for locals. Being a Sri Lankan it is a shame to see how these people around Sigiriya squeeze mone from foreigners pockets without pity. Hence I request do not waste your money on this stupid rock, it has nothing except few ruins of an old palace. I request all foreigners to not to got there and fall for this biggest tourist trap in Sri Lanka. Have some respect on your hard earn money and spend it wisely.",1,2025-03-01 11:12:54.084000+00:00,General Experience Complaint,0.43488839268684387
70,"Ten times too expensive to climb the rock.
Take the tour; it's free and there's a nice atmosphere.",2,2025-03-01 08:28:05.336000+00:00,Ticket Price Issues,0.3221304714679718
71,Tourist trap.,1,2025-03-01 02:37:30.347000+00:00,General Experience Complaint,0.4944608509540558
72,"Lions rock has a beautiful view at sunset, sunrise is not so good as the region is normally cloudy early morning. The view from Pidirangala ie P Rock is very similar to Lion Rock but Lion rock costs about£30 to enter and P rock around £3. Lion rock is no eighth wonder of the world, its nice enough but over priced for what it is.
The surrounding town is shacks of cafes and restaurants in the forests. There is a lovely walk around P rock and lion rock bases that can be finished off with an ascent of P rock.",3,2025-02-25 14:28:42.104000+00:00,Ticket Price Issues,0.4463209807872772
73,"Mixed experience... it's clearly magnificent: beautiful landscapes, history of the place, archaeological efforts to restore the site...
But then you really feel like a sucker who's come to be plucked! $35 US entry for foreigners!!! That's 100 (!!!) times more than the ""locals"" who pay 120 rupees (which is also ridiculously low, I grant you). I put ""locals"" in quotation marks because locals = Sri Lankan nationality. I tried to explain that I had a resident visa and as such paid taxes in Sri Lanka, but it didn't work. So this whole issue of fees and passport discrimination (not sure it's legal, by the way, I'll look into it) spoiled my visit a bit, which was a shame because the site is superb.
So, I'll let you make up your own mind about whether or not you should go. If you know it in advance, it's probably easier to swallow...",3,2025-02-23 03:10:14.058000+00:00,General Experience Complaint,0.5884350538253784
74,"The entrance fee is $35, which, as a budget traveler, I could use for five days of accommodation. In my opinion, it’s not worth the price—just another way to capitalize on tourists. Instead, you can visit Pidurangala for only $3. While you won’t see the ruins, the views are just as breathtaking, with an endless green landscape stretching as far as the eye can see.",1,2025-02-22 11:28:13.202000+00:00,General Experience Complaint,0.2831694483757019
75,"Biggest tourist trap I've ever seen. You pay 35 USD when locals pay just approx 50 cents, you climb on top, and the views are nothing special, fortress is small. Waste of time and money. Avoid this place. Better go to Piduralanga.",1,2025-02-20 03:27:12.811000+00:00,General Experience Complaint,0.5007503628730774
76,"When I found out that the price for tourists is 100 times higher than for local residents, I refused to visit. Such discrimination is unacceptable in the modern world. In my country, the prices for tourists and local residents are the same, despite the fact that I live in a tourist city. I will take note. If I meet a Sri Lankan in my country, the price for him will be 100 times higher than for others.",1,2025-02-19 01:25:37.823000+00:00,General Experience Complaint,0.4930519759654999
77,"Way too expensive, don't be silly. Being French, we have sites like the Palace of Versailles, which is an excellent visit, cheaper than that... Let's compare like with like, but let's not set exorbitant prices either! We are disappointed to see that Sri Lankans are more interested in money than in their heritage, which is nevertheless important and interesting. We do not recommend it, rather go to the rock opposite to have the same view, certainly without the ruins, but it's just as good!",1,2025-02-17 08:54:12.194000+00:00,General Experience Complaint,0.5498378276824951
78,"Nothing much to see , only come if you like treaking. 1000+ ladders and lots of walk",3,2025-02-17 02:43:03.680000+00:00,Climbing Difficulty,0.6938673853874207
